Event,Event_Date,Domain,Day_Relative,Date,Close_Price,Daily_Return_Pct,Cumulative_Return_Pct,Volume
Autopilot Announcement,2014-10-10,Autonomous Driving,-30,2014-08-28,17.590667724609375,0.23172928385630787,11.375636887379414,42673500
Autopilot Announcement,2014-10-10,Autonomous Driving,-29,2014-08-29,17.979999542236328,2.213286179479579,13.840698465915136,96706500
Autopilot Announcement,2014-10-10,Autonomous Driving,-28,2014-09-02,18.941333770751953,5.346686612852136,19.927403850769586,147786000
Autopilot Announcement,2014-10-10,Autonomous Driving,-27,2014-09-03,18.746000289916992,-1.0312551544632176,18.690646316944616,101584500
Autopilot Announcement,2014-10-10,Autonomous Driving,-26,2014-09-04,19.069332122802734,1.7248043736543428,20.73782777573787,125125500
Autopilot Announcement,2014-10-10,Autonomous Driving,-25,2014-09-05,18.492666244506836,-3.0240486377933085,17.08665713958444,167548500
Autopilot Announcement,2014-10-10,Autonomous Driving,-24,2014-09-08,18.80733299255371,1.701575878169237,19.078975454026327,82524000
Autopilot Announcement,2014-10-10,Autonomous Driving,-23,2014-09-09,18.565332412719727,-1.2867352321022762,17.546744322832964,68382000
Autopilot Announcement,2014-10-10,Autonomous Driving,-22,2014-09-10,18.739999771118164,0.9408253755734952,18.65265392158266,56719500
Autopilot Announcement,2014-10-10,Autonomous Driving,-21,2014-09-11,18.687332153320312,-0.2810438550752914,18.319187928852298,56491500
Autopilot Announcement,2014-10-10,Autonomous Driving,-20,2014-09-12,18.613332748413086,-0.39598699429163053,17.850659332902573,49869000
Autopilot Announcement,2014-10-10,Autonomous Driving,-19,2014-09-15,16.923999786376953,-9.075929522509396,7.154616550035686,246831000
Autopilot Announcement,2014-10-10,Autonomous Driving,-18,2014-09-16,17.382667541503906,2.710161669324518,10.058679894686428,124501500
Autopilot Announcement,2014-10-10,Autonomous Driving,-17,2014-09-17,17.42533302307129,0.2454484127106138,10.328817177538197,77665500
Autopilot Announcement,2014-10-10,Autonomous Driving,-16,2014-09-18,17.58799934387207,0.9335048035260529,11.35874198556397,55389000
Autopilot Announcement,2014-10-10,Autonomous Driving,-15,2014-09-19,17.288000106811523,-1.7057041633622205,9.459291287248405,102163500
Autopilot Announcement,2014-10-10,Autonomous Driving,-14,2014-09-22,16.66866683959961,-3.582445993668726,5.5379712918302015,123211500
Autopilot Announcement,2014-10-10,Autonomous Driving,-13,2014-09-23,16.694000244140625,0.15198218780658745,5.698370209566228,84880500
Autopilot Announcement,2014-10-10,Autonomous Driving,-12,2014-09-24,16.80933380126953,0.6908683086271461,6.428606752079502,56242500
Autopilot Announcement,2014-10-10,Autonomous Driving,-11,2014-09-25,16.463333129882812,-2.058384201761687,4.237897124539636,72513000
Autopilot Announcement,2014-10-10,Autonomous Driving,-10,2014-09-26,16.440000534057617,-0.14172461700872052,4.090166364061942,56931000
Autopilot Announcement,2014-10-10,Autonomous Driving,-9,2014-09-29,16.35066795349121,-0.5433855089076345,3.5245554838417847,72790500
Autopilot Announcement,2014-10-10,Autonomous Driving,-8,2014-09-30,16.178667068481445,-1.051950204719554,2.4355287104945056,63574500
Autopilot Announcement,2014-10-10,Autonomous Driving,-7,2014-10-01,16.016000747680664,-1.0054370988181183,1.4056039024687106,89125500
Autopilot Announcement,2014-10-10,Autonomous Driving,-6,2014-10-02,16.761333465576172,4.653675593786688,6.124691742009891,134973000
Autopilot Announcement,2014-10-10,Autonomous Driving,-5,2014-10-03,17.013999938964844,1.5074365885482166,7.724454174812956,81094500
Autopilot Announcement,2014-10-10,Autonomous Driving,-4,2014-10-06,17.374666213989258,2.119820596674793,10.008019342066143,115699500
Autopilot Announcement,2014-10-10,Autonomous Driving,-3,2014-10-07,17.30466651916504,-0.4028836811141634,9.56481498422006,67282500
Autopilot Announcement,2014-10-10,Autonomous Driving,-2,2014-10-08,17.28533363342285,-0.11172064899821477,9.442408461845986,75826500
Autopilot Announcement,2014-10-10,Autonomous Driving,-1,2014-10-09,17.134000778198242,-0.8754986072816884,8.484241699987006,110419500
Autopilot Announcement,2014-10-10,Autonomous Driving,0,2014-10-10,15.793999671936035,-7.820713466800234,0.0,193324500
Autopilot Announcement,2014-10-10,Autonomous Driving,1,2014-10-13,14.97266674041748,-5.200284592749238,-5.200284592749238,169030500
Autopilot Announcement,2014-10-10,Autonomous Driving,2,2014-10-14,15.137332916259766,1.0997785411050565,-4.157697665671634,106579500
Autopilot Announcement,2014-10-10,Autonomous Driving,3,2014-10-15,15.313332557678223,1.1626859394061828,-3.043352692427226,137209500
Autopilot Announcement,2014-10-10,Autonomous Driving,4,2014-10-16,15.09000015258789,-1.4584180435521898,-4.457385931184133,80989500
Autopilot Announcement,2014-10-10,Autonomous Driving,5,2014-10-17,15.165332794189453,0.4992222719669259,-3.980415922533187,158241000
Autopilot Announcement,2014-10-10,Autonomous Driving,6,2014-10-20,15.364666938781738,1.314406662204326,-2.718328112398072,52416000
Autopilot Announcement,2014-10-10,Autonomous Driving,7,2014-10-21,15.689332962036133,2.1130690599931556,-0.6626992026970924,61954500
Autopilot Announcement,2014-10-10,Autonomous Driving,8,2014-10-22,15.40666675567627,-1.8016457872609193,-2.452405497690413,61749000
Autopilot Announcement,2014-10-10,Autonomous Driving,9,2014-10-23,15.685999870300293,1.8130665059079565,-0.683802734450123,52386000
Autopilot Announcement,2014-10-10,Autonomous Driving,10,2014-10-24,15.682666778564453,-0.021248831846232275,-0.7049062662031536,51949500
Autopilot Announcement,2014-10-10,Autonomous Driving,11,2014-10-27,14.777999877929688,-5.768578223387955,-6.432821420223611,143299500
Autopilot Announcement,2014-10-10,Autonomous Driving,12,2014-10-28,16.184667587280273,9.518660989105744,2.4735211058564577,157744500
Autopilot Announcement,2014-10-10,Autonomous Driving,13,2014-10-29,15.873332977294922,-1.9236391993001645,0.5023002849610769,74437500
Autopilot Announcement,2014-10-10,Autonomous Driving,14,2014-10-30,15.910667419433594,0.23520228670359522,0.7386839934210077,48426000
Autopilot Announcement,2014-10-10,Autonomous Driving,15,2014-10-31,16.113332748413086,1.2737701294161408,2.0218632588961283,56629500
Autopilot Announcement,2014-10-10,Autonomous Driving,16,2014-11-03,16.172666549682617,0.3682279898016505,2.3975363151325535,63057000
Autopilot Announcement,2014-10-10,Autonomous Driving,17,2014-11-04,15.928667068481445,-1.5087152168234197,0.852649103093861,55239000
Autopilot Announcement,2014-10-10,Autonomous Driving,18,2014-11-05,15.39799976348877,-3.3315236153232397,-2.5072807184547963,135688500
Autopilot Announcement,2014-10-10,Autonomous Driving,19,2014-11-06,16.08133316040039,4.437806256705623,1.8192572776540628,230320500
Autopilot Announcement,2014-10-10,Autonomous Driving,20,2014-11-07,16.01333236694336,-0.4228554484803526,1.3887090006532654,77415000
Autopilot Announcement,2014-10-10,Autonomous Driving,21,2014-11-10,16.1286678314209,0.720246491077825,2.1189576195795867,68658000
Autopilot Announcement,2014-10-10,Autonomous Driving,22,2014-11-11,16.738666534423828,3.7820774125843615,5.981175649676307,119232000
Autopilot Announcement,2014-10-10,Autonomous Driving,23,2014-11-12,16.606666564941406,-0.788593100955548,5.1454154101913785,88062000
Autopilot Announcement,2014-10-10,Autonomous Driving,24,2014-11-13,16.780000686645508,1.0437622808061375,6.242883596239857,93540000
Autopilot Announcement,2014-10-10,Autonomous Driving,25,2014-11-14,17.245332717895508,2.773134756903417,9.189141927983634,91516500
Autopilot Announcement,2014-10-10,Autonomous Driving,26,2014-11-17,16.93199920654297,-1.8169177508961187,7.205265026242946,60385500
Autopilot Announcement,2014-10-10,Autonomous Driving,27,2014-11-18,17.18000030517578,1.4646888155828597,8.775488552798283,67095000
Autopilot Announcement,2014-10-10,Autonomous Driving,28,2014-11-19,16.516000747680664,-3.864956610594905,4.57136311727,118777500
Autopilot Announcement,2014-10-10,Autonomous Driving,29,2014-11-20,16.58066749572754,0.39153999224634806,4.980801824311265,53808000
Autopilot Announcement,2014-10-10,Autonomous Driving,30,2014-11-21,16.185333251953125,-2.3843083752586147,2.4777357740005668,112276500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-30,2017-06-15,25.022666931152344,-1.3975690849574174,12.018388692525207,156397500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-29,2017-06-16,24.760000228881836,-1.0497150563255842,10.84251480056646,100965000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-28,2017-06-19,24.65333366394043,-0.4308019545855357,10.365003080293844,98239500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-27,2017-06-20,24.81599998474121,0.6598147050542957,11.093207599851262,111580500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-26,2017-06-21,25.093332290649414,1.117554424882039,12.3347346571268,73848000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-25,2017-06-22,25.507333755493164,1.6498465012477537,14.188085346553336,112947000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-24,2017-06-23,25.56333351135254,0.21954374532506815,14.438778145838139,96687000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-23,2017-06-26,25.166000366210938,-1.5543088109582714,12.660046133964386,99061500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-22,2017-06-27,24.158000946044922,-4.005401754342353,8.147558669671673,104946000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-21,2017-06-28,24.749332427978516,2.4477666146892174,10.794758505389336,94537500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-20,2017-06-29,24.049999237060547,-2.8256648657213446,7.664069941241736,123315000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-19,2017-06-30,24.107332229614258,0.23839082899164143,7.920731210100795,87727500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-18,2017-07-03,23.507999420166016,-2.4861017541874753,5.237712018354546,94581000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-17,2017-07-05,21.805999755859375,-7.240087231100589,-2.381590131788758,255700500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-16,2017-07-06,20.588666915893555,-5.582559174516721,-7.83119562790392,289867500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-15,2017-07-07,20.881332397460938,1.4214882525563466,-6.521026901232929,212653500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-14,2017-07-10,21.06999969482422,0.90352135473033,-5.676424417102954,207313500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-13,2017-07-11,21.814666748046875,3.534252795483339,-2.3427908102645723,173391000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-12,2017-07-12,21.968000411987305,0.7028925342357439,-1.656365577726937,155191500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-11,2017-07-13,21.560667037963867,-1.8542123378747166,-3.479865380699132,128917500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-10,2017-07-14,21.851999282836914,1.3512209263288222,-2.1756651236023994,84378000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-9,2017-07-17,21.30466651916504,-2.50472625679502,-4.62589692478661,148153500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-8,2017-07-18,21.882667541503906,2.713025438905192,-2.0383732462283977,95605500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-7,2017-07-19,21.68400001525879,-0.9078761803985369,-2.927743521456816,95355000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-6,2017-07-20,21.994667053222656,1.4327017051524393,-1.536987647658783,77493000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-5,2017-07-21,21.893333435058594,-0.4607190366594627,-1.990625489634379,73524000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-4,2017-07-24,22.834667205810547,4.299636569936682,2.2234214187795143,129556500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-3,2017-07-25,22.639999389648438,-0.8525099770780753,1.3519565522738475,104838000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-2,2017-07-26,22.92333221435547,1.2514701075326817,2.620345991925066,72312000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,-1,2017-07-27,22.297332763671875,-2.7308396738741525,-0.18205112988934902,124536000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,0,2017-07-28,22.33799934387207,0.1823831604937487,0.0,73206000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,1,2017-07-31,21.564666748046875,-3.4619599719763694,-3.4619599719763694,128026500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,2,2017-08-01,21.30466651916504,-1.205677008226358,-4.62589692478661,124546500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,3,2017-08-02,21.72599983215332,1.9776573954314758,-2.739723921993209,196372500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,4,2017-08-03,23.139333724975586,6.50526513735219,3.5873149102018553,203025000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,5,2017-08-04,23.79400062561035,2.8292383368331286,6.518046935737343,139033500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,6,2017-08-07,23.67799949645996,-0.4875225943531958,5.99874738986188,94867500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,7,2017-08-08,24.347999572753906,2.829631263376431,8.998121084792832,111747000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,8,2017-08-09,24.235332489013672,-0.46273651107794356,8.493746982144534,103381500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,9,2017-08-10,23.69333267211914,-2.236403470594972,6.067389059257344,106393500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,10,2017-08-11,23.857999801635742,0.6949935317051015,6.80455055246767,65487000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,11,2017-08-14,24.253332138061523,1.6570221297372845,8.574325590688513,67788000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,12,2017-08-15,24.155332565307617,-0.4040664276399042,8.135613191940095,46276500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,13,2017-08-16,24.194000244140625,0.16007926501722114,8.308715886759611,51207000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,14,2017-08-17,23.461332321166992,-3.0283041893870877,5.028798506089505,75415500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,15,2017-08-18,23.163999557495117,-1.2673311114715258,3.69773586661708,81123000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,16,2017-08-21,22.52400016784668,-2.7629053784943403,0.8326655449814702,97431000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,17,2017-08-22,22.75666618347168,1.0329693388882788,1.8742360636448963,64830000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,18,2017-08-23,23.51799964904785,3.345540420719151,5.282479809452978,74317500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,19,2017-08-24,23.528667449951172,0.04536015419045469,5.330236104630082,68770500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,20,2017-08-25,23.203332901000977,-1.3827155730014362,3.8738185269321823,52260000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,21,2017-08-28,23.04400062561035,-0.6866784012039551,3.1605394506019513,56460000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,22,2017-08-29,23.157333374023438,0.4918102123601331,3.667893518745813,61105500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,23,2017-08-30,23.545333862304688,1.6754972691134018,5.4048462435998035,51193500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,24,2017-08-31,23.726667404174805,0.7701464032346061,6.2166178757798285,61092000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,25,2017-09-01,23.69333267211914,-0.1404947921586297,6.067389059257344,45742500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,26,2017-09-05,23.305999755859375,-1.6347760005731682,4.333424838482025,57526500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,27,2017-09-06,22.968666076660156,-1.447411322118497,2.823291034615849,61371000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,28,2017-09-07,23.374000549316406,1.7647279615777611,4.637842402518189,63588000
Model 3 First Deliveries,2017-07-28,Electric Vehicles,29,2017-09-08,22.893333435058594,-2.056417827336232,2.4860511572128097,48952500
Model 3 First Deliveries,2017-07-28,Electric Vehicles,30,2017-09-11,24.246000289916992,5.908562240162629,8.54150327732166,115006500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-30,2019-10-10,16.31599998474121,0.08587865860343324,-31.026123011815553,94249500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-29,2019-10-11,16.525999069213867,1.2870745566869735,-30.138377790340055,127131000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-28,2019-10-14,17.130666732788086,3.6588871936986234,-27.5822198420007,153075000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-27,2019-10-15,17.19266700744629,0.36192563678525413,-27.32012133001812,96492000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-26,2019-10-16,17.316667556762695,0.7212409177860479,-26.795924306052942,100261500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-25,2019-10-17,17.46466636657715,0.8546610329575488,-26.170277596560034,71539500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-24,2019-10-18,17.1299991607666,-1.9162530722660276,-27.58504192036143,86247000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-23,2019-10-21,16.899999618530273,-1.342671065408474,-28.55733660952442,75304500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-22,2019-10-22,17.038667678833008,0.820521085401027,-27.97113449243348,69012000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-21,2019-10-23,16.978666305541992,-0.35214826899614415,-28.224782895495938,78916500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-20,2019-10-24,19.978666305541992,17.66923235319593,-15.542653013290298,445813500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-19,2019-10-25,21.875333786010742,9.493463935290936,-7.5247252364034845,450091500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-18,2019-10-28,21.847333908081055,-0.12799748887760698,-7.643091265933554,283054500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-17,2019-10-29,21.08133316040039,-3.506152059118439,-10.881264923251155,190264500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-16,2019-10-30,21.000667572021484,-0.38263988223681267,-11.22226874619977,144627000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-15,2019-10-31,20.994667053222656,-0.02857299073112385,-11.247635199122218,76005000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-14,2019-11-01,20.887332916259766,-0.5112447684490151,-11.701377021041493,95758500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-13,2019-11-04,21.1646671295166,1.3277626893232641,-10.52898084994066,131805000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-12,2019-11-05,21.148000717163086,-0.07874639488315571,-10.599436051986554,104151000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-11,2019-11-06,21.77199935913086,2.9506271080336877,-7.961558777401478,119113500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-10,2019-11-07,22.369333267211914,2.7435877533706687,-5.436403375624998,217009500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-9,2019-11-08,22.47599983215332,0.4768428440276917,-4.985483632066456,91038000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-8,2019-11-11,23.006000518798828,2.358073903734903,-2.7449711168342827,149800500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-7,2019-11-12,23.32866668701172,1.4025304743831235,-1.3809396988777922,110391000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-6,2019-11-13,23.073999404907227,-1.0916495379750035,-2.4575142150102813,126301500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-5,2019-11-14,23.290000915527344,0.9361251460125342,-1.5443944775312968,96973500
Cybertruck Reveal,2019-11-21,Electric Vehicles,-4,2019-11-15,23.47800064086914,0.8072121852793046,-0.7496488326634076,72135000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-3,2019-11-18,23.332666397094727,-0.6190230846208622,-1.3640314179565016,66006000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-2,2019-11-19,23.968000411987305,2.722937893509192,1.3217647471937877,115872000
Cybertruck Reveal,2019-11-21,Electric Vehicles,-1,2019-11-20,23.481332778930664,-2.0304890883314552,-0.7355626301028484,100876500
Cybertruck Reveal,2019-11-21,Electric Vehicles,0,2019-11-21,23.655332565307617,0.741013246629163,0.0,91650000
Cybertruck Reveal,2019-11-21,Electric Vehicles,1,2019-11-22,22.202667236328125,-6.140963459164972,-6.140963459164972,253059000
Cybertruck Reveal,2019-11-21,Electric Vehicles,2,2019-11-25,22.422666549682617,0.9908688492819007,-5.210943503845722,185092500
Cybertruck Reveal,2019-11-21,Electric Vehicles,3,2019-11-26,21.92799949645996,-2.2061027047189374,-7.30208744298495,119211000
Cybertruck Reveal,2019-11-21,Electric Vehicles,4,2019-11-27,22.086000442504883,0.7205442797936445,-6.634157936567253,83334000
Cybertruck Reveal,2019-11-21,Electric Vehicles,5,2019-11-29,21.996000289916992,-0.40749864522633406,-7.014622478079913,36984000
Cybertruck Reveal,2019-11-21,Electric Vehicles,6,2019-12-02,22.32466697692871,1.4942111414791182,-5.625224607200963,91117500
Cybertruck Reveal,2019-11-21,Electric Vehicles,7,2019-12-03,22.413333892822266,0.39717016153113516,-5.250396159328741,98605500
Cybertruck Reveal,2019-11-21,Electric Vehicles,8,2019-12-04,22.20199966430664,-0.9428951066637326,-6.143785537525703,82995000
